3067,56832,65024
3008,32256,36352
3008,28160,32256
64484,1027584,1031680
3075,224768,228864
3067,65024,69120
3008,24064,28160
3008,36352,40448
3008,32256,36352
3067,69120,77312
3008,28160,32256
3075,601600,605696
3075,667136,671232
3125,572928,577024
3072,36352,40448
3129,3584,7680
3125,941568,945664
3125,921088,925184
3067,77312,81408
3008,24064,28160
3008,36352,40448
43076,720384,724480
3067,81408,89600
3008,32256,36352
3008,28160,32256
8971,548352,552448
1998,413184,417280
3082,241152,245248
3082,638464,642560
3082,728576,732672
83393,167424,171520
3067,89600,93696
3008,36352,40448
3008,24064,28160
3008,32256,36352
1457,687616,691712
3067,93696,97792
3008,36352,40448
3008,28160,32256
3085,437760,441856
3067,97792,101888
1457,687616,691712
3067,101888,105984
3008,32256,36352
3008,24064,28160
3086,77312,81408
3008,36352,40448
3067,105984,110080
3008,28160,32256
3008,24064,28160
3067,110080,114176
3008,32256,36352
3086,617984,622080
3067,114176,118272
3008,36352,40448
3008,28160,32256
3008,32256,36352
1457,687616,691712
3067,118272,126464
3008,36352,40448
3008,24064,28160
3087,134656,138752
3067,126464,130560
3008,32256,36352
3008,28160,32256
3067,130560,134656
3008,36352,40448
3008,24064,28160
3087,744960,749056
3067,134656,138752
3008,28160,32256
3008,32256,36352
3008,36352,40448
1457,687616,691712
3067,138752,146944
3008,32256,36352
3008,24064,28160
3088,241152,245248
3008,36352,40448
3088,753152,757248
3067,146944,151040
3008,32256,36352
3008,28160,32256
1457,687616,691712
3067,151040,155136
3008,36352,40448
3008,24064,28160
3067,155136,159232
3008,32256,36352
3008,28160,32256
3089,216576,220672
3067,159232,163328
3008,36352,40448
3008,24064,28160
1457,687616,691712
3067,163328,171520
3008,32256,36352
3008,28160,32256
3089,900608,904704
3008,36352,40448
3067,171520,175616
3008,24064,28160
3008,32256,36352
1457,687616,691712
3090,597504,601600
3067,175616,179712
3008,36352,40448
3008,28160,32256
3067,179712,183808
3008,32256,36352
3008,24064,28160
1457,687616,691712
3091,380416,384512
3008,36352,40448
3067,183808,187904
3008,28160,32256
3067,187904,196096
3008,32256,36352
3008,24064,28160
3091,908800,912896
3067,196096,200192
3008,36352,40448
3008,28160,32256
3092,253440,257536
1457,687616,691712
3067,200192,208384
3008,24064,28160
1457,687616,691712
3092,667136,671232
3008,32256,36352
3008,28160,32256
3067,208384,216576
3008,36352,40448
3008,24064,28160
3093,7680,11776
3067,216576,220672
3008,32256,36352
3008,28160,32256
3093,429568,433664
1457,687616,691712
3067,220672,224768
3008,36352,40448
3008,24064,28160
3067,224768,228864
3008,32256,36352
3008,28160,32256
3093,876032,880128
3067,228864,237056
3008,36352,40448
3008,24064,28160
3008,32256,36352
1457,687616,691712
3067,237056,241152
3008,36352,40448
3008,28160,32256
3094,278016,282112
3008,32256,36352
1457,687616,691712
3008,36352,40448
3067,241152,245248
3008,24064,28160
3094,724480,728576
3067,245248,253440
3008,32256,36352
3008,28160,32256
3095,40448,44544
3067,253440,257536
