12268,56832,65024
12032,32256,36352
12032,28160,32256
257939,241152,245248
12300,224768,228864
12268,65024,69120
12032,24064,28160
12032,36352,40448
12032,32256,36352
12268,69120,77312
12032,28160,32256
12302,77312,81408
12302,142848,146944
12502,48640,52736
12288,36352,40448
12516,3584,7680
12503,155136,159232
12503,134656,138752
12268,77312,81408
12032,24064,28160
12032,36352,40448
172306,196096,200192
12268,81408,89600
12032,32256,36352
12032,28160,32256
35886,24064,28160
7993,151040,155136
12328,241152,245248
12330,114176,118272
12330,204288,208384
333572,167424,171520
12268,89600,93696
12032,36352,40448
12032,24064,28160
12032,32256,36352
5830,163328,167424
12268,93696,97792
12032,36352,40448
12032,28160,32256
12341,175616,179712
12268,97792,101888
5830,163328,167424
12268,101888,105984
12032,32256,36352
12032,24064,28160
12344,77312,81408
12032,36352,40448
12268,105984,110080
12032,28160,32256
12032,24064,28160
12268,110080,114176
12032,32256,36352
12346,93696,97792
12268,114176,118272
12032,36352,40448
12032,28160,32256
12032,32256,36352
5830,163328,167424
12268,118272,126464
12032,36352,40448
12032,24064,28160
12348,134656,138752
12268,126464,130560
12032,32256,36352
12032,28160,32256
12268,130560,134656
12032,36352,40448
12032,24064,28160
12350,220672,224768
12268,134656,138752
12032,28160,32256
12032,32256,36352
12032,36352,40448
5830,163328,167424
12268,138752,146944
12032,32256,36352
12032,24064,28160
12352,241152,245248
12032,36352,40448
12354,228864,232960
12268,146944,151040
12032,32256,36352
12032,28160,32256
5830,163328,167424
12268,151040,155136
12032,36352,40448
12032,24064,28160
12268,155136,159232
12032,32256,36352
12032,28160,32256
12356,216576,220672
12268,159232,163328
12032,36352,40448
12032,24064,28160
5830,163328,167424
12268,163328,171520
12032,32256,36352
12032,28160,32256
12359,114176,118272
12032,36352,40448
12268,171520,175616
12032,24064,28160
12032,32256,36352
5830,163328,167424
12362,73216,77312
12268,175616,179712
12032,36352,40448
12032,28160,32256
12268,179712,183808
12032,32256,36352
12032,24064,28160
5830,163328,167424
12365,118272,122368
12032,36352,40448
12268,183808,187904
12032,28160,32256
12268,187904,196096
12032,32256,36352
12032,24064,28160
12367,122368,126464
12268,196096,200192
12032,36352,40448
12032,28160,32256
12368,253440,257536
5830,163328,167424
12268,200192,208384
12032,24064,28160
5830,163328,167424
12370,142848,146944
12032,32256,36352
12032,28160,32256
12268,208384,216576
12032,36352,40448
12032,24064,28160
12372,7680,11776
12268,216576,220672
12032,32256,36352
12032,28160,32256
12373,167424,171520
5830,163328,167424
12268,220672,224768
12032,36352,40448
12032,24064,28160
12268,224768,228864
12032,32256,36352
12032,28160,32256
12375,89600,93696
12268,228864,237056
12032,36352,40448
12032,24064,28160
12032,32256,36352
5830,163328,167424
12268,237056,241152
12032,36352,40448
12032,28160,32256
12377,15872,19968
12032,32256,36352
5830,163328,167424
12032,36352,40448
12268,241152,245248
12032,24064,28160
12378,200192,204288
12268,245248,253440
12032,32256,36352
12032,28160,32256
12380,40448,44544
12268,253440,257536
12032,36352,40448
12032,24064,28160
12381,155136,159232
5830,163328,167424
12268,257536,261632
12032,32256,36352
12032,28160,32256
12268,261632,262144
12269,0,3584
12032,36352,40448
12032,24064,28160
12383,93696,97792
12269,3584,11776
12032,32256,36352
12032,28160,32256
12385,48640,52736
12330,114176,118272
12269,11776,15872
12032,36352,40448
12032,24064,28160
189178,19968,24064
12032,32256,36352
12269,15872,19968
12032,36352,40448
12032,28160,32256
12393,179712,183808
12269,19968,24064
12032,32256,36352
189178,19968,24064
12395,24064,28160
12032,24064,28160
12032,36352,40448
12269,24064,32256
12032,28160,32256
