1415,143360,192512
1675,225280,241664
1671,28672,36864
1413,143360,262144
1414,0,12288
1416,143360,208896
1425,208896,262144
1426,0,12288
1473,163840,172032
1465,167936,176128
1802,155648,163840
1425,151552,159744
1411,77824,208896
1419,77824,143360
1534,208896,249856
1407,12288,20480
14,143360,151552
13,233472,241664
1670,208896,262144
1671,0,20480
8,53248,61440
1396,77824,118784
8,28672,36864
8,233472,241664
1802,172032,180224
1405,77824,86016
12,192512,200704
13,258048,262144
14,0,4096
1819,114688,122880
1463,61440,69632
1531,53248,118784
8,94208,102400
1510,110592,126976
1461,143360,151552
3,258048,262144
4,0,4096
1516,151552,159744
1817,16384,32768
1523,32768,40960
1713,8192,16384
2,241664,249856
1460,77824,94208
1802,245760,262144
1803,0,8192
1464,258048,262144
1465,0,12288
1802,204800,221184
1421,12288,77824
4,258048,262144
5,0,4096
4,208896,217088
1738,200704,208896
1460,126976,143360
2,118784,126976
1679,143360,159744
1676,4096,12288
1404,61440,69632
1738,184320,192512
1508,225280,233472
1404,45056,53248
1802,229376,237568
6,102400,110592
10,36864,45056
9,77824,94208
1722,102400,110592
1465,20480,28672
2,20480,28672
7,225280,233472
7,77824,86016
10,53248,61440
1464,61440,69632
9,225280,233472
1464,225280,233472
8,69632,86016
11,69632,86016
1407,77824,86016
1818,229376,237568
8,4096,12288
1819,229376,245760
1465,102400,110592
1739,69632,77824
1818,245760,253952
1739,53248,61440
1474,106496,114688
9,118784,126976
11,110592,118784
6,167936,176128
1515,94208,102400
1853,155648,163840
1670,184320,192512
9,258048,262144
10,0,4096
1396,135168,143360
8,249856,258048
9,102400,110592
1510,143360,151552
1853,172032,180224
1410,208896,217088
8,217088,225280
6,192512,200704
1686,118784,176128
1451,167936,176128
1853,139264,147456
11,200704,217088
1,167936,176128
1462,225280,249856
1463,20480,28672
1819,81920,90112
1516,20480,36864
12,53248,61440
1515,241664,262144
1516,0,12288
3,94208,102400
1493,196608,204800
1739,102400,110592
1463,241664,249856
1818,196608,204800
4,36864,45056
1454,184320,192512
1463,36864,45056
28,49152,57344
1531,249856,262144
1532,0,36864
1542,249856,262144
1543,0,36864
4,69632,77824
4,118784,126976
3,110592,126976
1509,249856,262144
1510,0,12288
1473,131072,139264
1543,45056,53248
1411,12288,20480
10,208896,225280
2,159744,167936
6,118784,126976
1543,249856,262144
1544,0,4096
1675,208896,217088
1454,102400,110592
1818,172032,188416
11,241664,249856
12,217088,233472
11,94208,102400
1454,86016,94208
12,4096,12288
1465,200704,208896
1465,143360,151552
1463,225280,233472
1463,159744,167936
1675,94208,102400
1520,12288,20480
12,20480,28672
1398,77824,86016
1819,8192,24576
1675,118784,126976
10,20480,28672
9,208896,217088
1676,36864,45056
1511,241664,249856
1739,36864,45056
1512,94208,102400
1512,53248,61440
13,102400,110592
1407,208896,217088
1675,159744,167936
3,77824,86016
1401,77824,86016
1669,118784,135168
1675,143360,151552
1510,53248,61440
14,28672,36864
13,184320,192512
1401,143360,151552
1516,118784,126976
1473,98304,106496
1674,118784,126976
1686,176128,184320
1426,208896,262144
1427,0,159744
1674,53248,69632
10,36864,45056
9,225280,233472
10,53248,61440
1720,36864,45056
1431,208896,262144
1432,0,45056
1674,126976,135168
1419,126976,143360
1531,102400,110592
1675,159744,167936
1532,208896,249856
1534,53248,69632
1419,110592,118784
12,217088,225280
1674,86016,118784
3,110592,118784
1415,143360,151552
12,61440,69632
1532,36864,53248
1532,184320,192512
1534,200704,217088
1674,151552,159744
1425,233472,258048
1522,24576,32768
1415,176128,192512
1531,258048,262144
1532,0,12288
1415,200704,208896
11,200704,208896
1534,77824,86016
6,102400,110592
13,77824,86016
14,28672,36864
1686,135168,176128
1543,28672,45056
