188,11206656,11210752
188,8192,12288
188,20480,24576
192,20480,24576
188,11210752,11214848
188,16384,20480
188,12288,16384
3255,10244096,10248192
192,53248,57344
192,40960,53248
192,61440,65536
188,20480,24576
188,8192,12288
188,11214848,11218944
188,16384,20480
188,12288,16384
192,61440,65536
188,11218944,11223040
188,20480,24576
188,8192,12288
192,53248,57344
192,40960,45056
192,49152,53248
188,16384,20480
188,12288,16384
159,7929856,7987200
188,11223040,11227136
188,20480,24576
3255,10244096,10248192
188,8192,12288
188,16384,20480
192,20480,24576
188,11227136,11231232
188,12288,16384
188,20480,24576
192,53248,57344
192,40960,53248
192,61440,65536
188,16384,20480
188,8192,12288
188,11231232,11235328
188,12288,16384
188,20480,24576
192,61440,65536
188,11235328,11239424
188,8192,12288
188,16384,20480
192,53248,57344
192,40960,45056
192,49152,53248
188,20480,24576
188,12288,16384
188,11239424,11243520
188,16384,20480
188,8192,12288
192,20480,24576
188,11243520,11247616
188,20480,24576
188,12288,16384
192,53248,57344
3255,10244096,10248192
192,40960,53248
192,61440,65536
188,8192,12288
188,16384,20480
188,11247616,11251712
188,12288,16384
188,20480,24576
192,61440,65536
188,16384,20480
188,8192,12288
192,53248,57344
192,40960,45056
192,49152,53248
188,11251712,11255808
188,20480,24576
188,12288,16384
188,11255808,11259904
188,8192,12288
188,16384,20480
192,20480,24576
188,11259904,11264000
188,12288,16384
188,20480,24576
192,53248,57344
192,40960,53248
192,61440,65536
3255,10244096,10248192
188,16384,20480
188,8192,12288
188,11264000,11268096
188,20480,24576
188,12288,16384
192,61440,65536
188,16384,20480
188,8192,12288
192,53248,57344
192,40960,45056
192,49152,53248
188,11268096,11272192
188,20480,24576
188,12288,16384
188,11272192,11276288
188,16384,20480
188,8192,12288
192,20480,24576
188,11276288,11280384
188,12288,16384
188,20480,24576
192,53248,57344
192,40960,53248
192,61440,65536
3255,10244096,10248192
188,16384,20480
188,8192,12288
188,20480,24576
188,11280384,11284480
188,12288,16384
192,61440,65536
188,16384,20480
188,8192,12288
159,8249344,8310784
159,8241152,8245248
192,53248,57344
192,40960,45056
192,49152,53248
188,11284480,11288576
188,20480,24576
188,12288,16384
188,11288576,11292672
188,16384,20480
188,8192,12288
192,20480,24576
188,11292672,11296768
188,20480,24576
188,12288,16384
3255,10244096,10248192
192,53248,57344
192,40960,53248
192,61440,65536
188,16384,20480
188,8192,12288
188,11296768,11300864
188,20480,24576
188,12288,16384
192,61440,65536
188,16384,20480
188,8192,12288
192,53248,57344
188,20480,24576
188,12288,16384
188,11300864,11304960
188,16384,20480
188,8192,12288
192,49152,53248
188,11304960,11309056
188,20480,24576
188,12288,16384
192,40960,45056
188,16384,20480
188,8192,12288
188,11309056,11313152
188,20480,24576
3255,10244096,10248192
188,16384,20480
188,12288,16384
192,20480,24576
188,11313152,11317248
188,20480,24576
188,8192,12288
192,61440,65536
192,45056,57344
192,40960,45056
188,16384,20480
188,12288,16384
188,11317248,11321344
188,20480,24576
188,8192,12288
192,61440,65536
188,11321344,11325440
188,16384,20480
188,12288,16384
192,49152,57344
192,40960,45056
188,20480,24576
188,8192,12288
188,11325440,11329536
188,12288,16384
188,16384,20480
192,20480,24576
188,11329536,11333632
188,20480,24576
188,8192,12288
192,45056,57344
192,61440,65536
192,40960,45056
3255,10244096,10248192
188,16384,20480
188,12288,16384
188,11333632,11337728
188,20480,24576
188,8192,12288
192,61440,65536
188,16384,20480
188,12288,16384
192,49152,57344
192,40960,45056
188,11337728,11341824
188,20480,24576
188,8192,12288
159,8310784,8372224
188,11341824,11345920
188,12288,16384
188,16384,20480
192,20480,24576
188,11345920,11350016
188,8192,12288
188,20480,24576
192,45056,57344
3255,10244096,10248192
192,61440,65536
192,40960,45056
188,16384,20480
188,12288,16384
188,11350016,11354112
188,20480,24576
188,8192,12288
192,61440,65536
188,16384,20480
188,12288,16384
192,49152,57344
192,40960,45056
188,11354112,11358208
188,20480,24576
188,8192,12288
188,11358208,11362304
188,16384,20480
188,12288,16384
192,20480,24576
188,11362304,11366400
188,20480,24576
188,8192,12288
3255,10244096,10248192
192,45056,57344
192,61440,65536
192,40960,45056
188,16384,20480
188,12288,16384
188,11366400,11370496
188,20480,24576
188,8192,12288
192,61440,65536
188,16384,20480
188,12288,16384
192,53248,57344
192,49152,53248
192,40960,45056
188,11370496,11374592
188,20480,24576
188,8192,12288
188,11374592,11378688
188,16384,20480
3255,10244096,10248192
188,12288,16384
188,20480,24576
192,20480,24576
188,11378688,11382784
188,8192,12288
188,16384,20480
192,61440,65536
192,45056,57344
192,40960,45056
188,20480,24576
188,12288,16384
188,11382784,11386880
188,16384,20480
188,8192,12288
192,61440,65536
188,20480,24576
188,12288,16384
192,49152,57344
192,40960,45056
188,16384,20480
188,8192,12288
188,11386880,11395072
188,12288,16384
188,20480,24576
192,20480,24576
188,11395072,11399168
188,16384,20480
188,8192,12288
192,45056,57344
192,61440,65536
192,40960,45056
3255,10244096,10248192
188,20480,24576
188,12288,16384
188,11399168,11403264
188,8192,12288
188,16384,20480
192,61440,65536
188,20480,24576
188,12288,16384
192,49152,57344
192,40960,45056
188,16384,20480
188,8192,12288
159,8372224,8433664
188,11403264,11411456
188,12288,16384
188,20480,24576
192,20480,24576
188,11411456,11415552
188,16384,20480
188,8192,12288
3255,10244096,10248192
192,45056,57344
192,61440,65536
192,40960,45056
188,20480,24576
188,12288,16384
188,11415552,11419648
188,16384,20480
188,8192,12288
192,61440,65536
188,20480,24576
188,12288,16384
192,53248,57344
192,49152,53248
192,40960,45056
188,16384,20480
188,8192,12288
188,11419648,11423744
188,20480,24576
3255,10244096,10248192
188,12288,16384
188,11423744,11427840
188,16384,20480
192,20480,24576
188,20480,24576
188,11427840,11431936
188,8192,12288
192,61440,65536
192,45056,57344
192,40960,45056
188,12288,16384
188,16384,20480
3255,10244096,10248192
188,8192,12288
188,20480,24576
188,11431936,11436032
188,16384,20480
188,12288,16384
192,61440,65536
188,11436032,11440128
188,20480,24576
188,8192,12288
192,49152,57344
192,40960,45056
